cell,cycle,q_dis,n_raw_narrow,w_narrow_4_dur,w_narrow_8_dur,w_narrow_16_dur,w_narrow_32_dur,n_raw_medium,w_medium_4_dur,w_medium_8_dur,w_medium_16_dur,w_medium_32_dur,n_raw_wide,w_wide_4_dur,w_wide_8_dur,w_wide_16_dur,w_wide_32_dur,soh,row
CS2_35,44,1.0472601123057217,86,2551.3051437552203,2551.3051437552203,2551.3051437552203,2551.3051437552203,154,4592.321061873168,4592.321061873168,4592.321061873168,4592.321061873168,188,5612.836784473562,5612.836784473562,5612.836784473562,5612.836784473562,0.928149003236532,43
CS2_35,45,1.046369653048167,85,2521.2744507279717,2521.2744507279717,2521.2744507279717,2521.2744507279717,154,4592.320980074175,4592.320980074175,4592.320980074175,4592.320980074175,188,5612.837176921777,5612.837176921777,5612.837176921777,5612.837176921777,0.9273598211960716,44
CS2_35,46,1.0446974382804797,86,2551.28972334275,2551.28972334275,2551.28972334275,2551.28972334275,154,4592.321619202034,4592.321619202034,4592.321619202034,4592.321619202034,188,5612.83735233394,5612.83735233394,5612.83735233394,5612.83735233394,0.9258777973401175,45
CS2_35,47,1.0510876393723336,86,2551.273289775243,2551.273289775243,2551.273289775243,2551.273289775243,154,4592.289561489481,4592.289561489481,4592.289561489481,4592.289561489481,187,5582.78989617771,5582.78989617771,5582.78989617771,5582.78989617771,0.9315412029298016,46
CS2_35,48,1.0551797794607438,84,2491.2638451448875,2491.2638451448875,2491.2638451448875,2491.2638451448875,154,4592.313983205706,4592.313983205706,4592.313983205706,4592.313983205706,190,5672.862310303375,5672.862310303375,5672.862310303375,5672.862310303375,0.935167919635167,47
CS2_35,49,1.056437612902954,83,2461.2346943212906,2461.2346943212906,2461.2346943212906,2461.2346943212906,154,4592.301592820091,4592.301592820091,4592.301592820091,4592.301592820091,191,5702.865716959699,5702.865716959699,5702.865716959699,5702.865716959699,0.9362826922135428,48
CS2_35,50,1.0436224557229463,84,2491.244745156844,2491.244745156844,2491.244745156844,2491.244745156844,153,4562.277242124896,4562.277242124896,4562.277242124896,4562.277242124896,189,5642.824516077642,5642.824516077642,5642.824516077642,5642.824516077642,0.9249250789299088,49
CS2_35,51,1.0425812379337742,85,2521.2590583303245,2521.2590583303245,2521.2590583303245,2521.2590583303245,154,4592.305962024606,4592.305962024606,4592.305962024606,4592.305962024606,188,5612.821747141075,5612.821747141075,5612.821747141075,5612.821747141075,0.9240022850205286,50
CS2_35,52,1.0413929246097382,85,2521.258956371108,2521.258956371108,2521.258956371108,2521.258956371108,153,4562.290846371092,4562.290846371092,4562.290846371092,4562.290846371092,187,5582.8067751653725,5582.8067751653725,5582.8067751653725,5582.8067751653725,0.9229491256246184,51
CS2_35,53,1.03942156973811,85,2521.2751374144573,2521.2751374144573,2521.2751374144573,2521.2751374144573,154,4592.306075542583,4592.306075542583,4592.306075542583,4592.306075542583,187,5582.80651925772,5582.80651925772,5582.80651925772,5582.80651925772,0.9212019846444288,52
CS2_35,54,1.088175646203478,93,2761.3969775486594,2761.3969775486594,2761.3969775486594,2761.3969775486594,163,4862.4439026118935,4862.4439026118935,4862.4439026118935,4862.4439026118935,190,5672.85391441323,5672.85391441323,5672.85391441323,5672.85391441323,0.9644109705910252,53
CS2_35,55,1.084437407502514,86,2551.291815782797,2551.291815782797,2551.291815782797,2551.291815782797,158,4712.381222494911,4712.381222494911,4712.381222494911,4712.381222494911,194,5792.927383839724,5792.927383839724,5792.927383839724,5792.927383839724,0.9610979039675664,54
CS2_35,56,1.0882277214600644,84,2491.2465829270623,2491.2465829270623,2491.2465829270623,2491.2465829270623,157,4682.358087514655,4682.358087514655,4682.358087514655,4682.358087514655,194,5792.920905423518,5792.920905423518,5792.920905423518,5792.920905423518,0.9644571230195634,55
CS2_35,57,1.087850365595712,82,2431.234516236625,2431.234516236625,2431.234516236625,2431.234516236625,157,4682.346200112588,4682.346200112588,4682.346200112588,4682.346200112588,194,5792.909847117808,5792.909847117808,5792.909847117808,5792.909847117808,0.964122686077634,56
CS2_35,58,1.0782698373830115,81,2401.217163206755,2401.217163206755,2401.217163206755,2401.217163206755,156,4652.344510265211,4652.344510265211,4652.344510265211,4652.344510265211,193,5762.892281773813,5762.892281773813,5762.892281773813,5762.892281773813,0.9556318082082194,57
CS2_35,60,1.072807195649612,86,2551.289819116486,2551.289819116486,2551.289819116486,2551.289819116486,156,4652.3359438650805,4652.3359438650805,4652.3359438650805,4652.3359438650805,191,5702.867200537134,5702.867200537134,5702.867200537134,5702.867200537134,0.9507904651451956,59
CS2_35,61,1.0700660853414048,86,2551.289852630027,2551.289852630027,2551.289852630027,2551.289852630027,156,4652.351917105319,4652.351917105319,4652.351917105319,4652.351917105319,191,5702.8831010560825,5702.8831010560825,5702.8831010560825,5702.8831010560825,0.9483611175834684,60
CS2_35,62,1.0614991004710603,85,2521.243047777127,2521.243047777127,2521.243047777127,2521.243047777127,154,4592.289672205341,4592.289672205341,4592.289672205341,4592.289672205341,190,5672.83585824669,5672.83585824669,5672.83585824669,5672.83585824669,0.9407685067557284,61
CS2_35,63,1.0635983427722395,88,2611.3047575442038,2611.3047575442038,2611.3047575442038,2611.3047575442038,156,4652.320478766298,4652.320478766298,4652.320478766298,4652.320478766298,189,5642.820820296722,5642.820820296722,5642.820820296722,5642.820820296722,0.9426289897689712,62
CS2_35,64,1.061220140341284,86,2551.2753760097985,2551.2753760097985,2551.2753760097985,2551.2753760097985,154,4592.308139100511,4592.308139100511,4592.308139100511,4592.308139100511,189,5642.824315187056,5642.824315187056,5642.824315187056,5642.824315187056,0.9405212744174082,63
CS2_35,65,1.0531201322255583,87,2581.2901729290606,2581.2901729290606,2581.2901729290606,2581.2901729290606,155,4622.322749725456,4622.322749725456,4622.322749725456,4622.322749725456,189,5642.839276209561,5642.839276209561,5642.839276209561,5642.839276209561,0.9333425283060276,64
CS2_35,66,1.050843021108772,89,2641.3173384153342,2641.3173384153342,2641.3173384153342,2641.3173384153342,154,4592.302179171558,4592.302179171558,4592.302179171558,4592.302179171558,186,5552.786815574247,5552.786815574247,5552.786815574247,5552.786815574247,0.9313244065533997,65
CS2_35,67,1.0488008978978345,89,2641.333077907999,2641.333077907999,2641.333077907999,2641.333077907999,154,4592.317726475245,4592.317726475245,4592.317726475245,4592.317726475245,187,5582.817654830928,5582.817654830928,5582.817654830928,5582.817654830928,0.9295145461372084,66
CS2_35,68,1.0473456793209124,88,2611.3180108805536,2611.3180108805536,2611.3180108805536,2611.3180108805536,153,4562.302930548467,4562.302930548467,4562.302930548467,4562.302930548467,187,5582.78635225023,5582.78635225023,5582.78635225023,5582.78635225023,0.9282248382071626,67
CS2_35,69,1.0428043583396942,88,2611.317755514116,2611.317755514116,2611.317755514116,2611.317755514116,153,4562.302578145143,4562.302578145143,4562.302578145143,4562.302578145143,186,5552.802549904038,5552.802549904038,5552.802549904038,5552.802549904038,0.924200028618249,68
CS2_35,70,1.045017254466135,90,2671.333203652175,2671.333203652175,2671.333203652175,2671.333203652175,153,4562.287641814211,4562.287641814211,4562.287641814211,4562.287641814211,186,5552.772245927103,5552.772245927103,5552.772245927103,5552.772245927103,0.9261612389325612,69
CS2_35,71,1.04424412006804,88,2611.3198778837395,2611.3198778837395,2611.3198778837395,2611.3198778837395,153,4562.305980399629,4562.305980399629,4562.305980399629,4562.305980399629,186,5552.80648661044,5552.80648661044,5552.80648661044,5552.80648661044,0.9254760376988584,70
CS2_35,72,1.038671648968954,88,2611.2888229953533,2611.2888229953533,2611.2888229953533,2611.2888229953533,153,4562.27564998687,4562.27564998687,4562.27564998687,4562.27564998687,186,5552.760182797123,5552.760182797123,5552.760182797123,5552.760182797123,0.9205373568158506,71
CS2_35,73,1.0363265562819317,88,2611.3021439302247,2611.3021439302247,2611.3021439302247,2611.3021439302247,152,4532.271418705495,4532.271418705495,4532.271418705495,4532.271418705495,184,5492.756309812918,5492.756309812918,5492.756309812918,5492.756309812918,0.9184589854405052,72
CS2_35,74,1.0353606893562812,88,2611.286542857561,2611.286542857561,2611.286542857561,2611.286542857561,152,4532.256060377811,4532.256060377811,4532.256060377811,4532.256060377811,184,5492.740765601979,5492.740765601979,5492.740765601979,5492.740765601979,0.9176029722936588,73
CS2_35,75,1.0343391965540647,88,2611.318063000421,2611.318063000421,2611.318063000421,2611.318063000421,152,4532.28745421092,4532.28745421092,4532.28745421092,4532.28745421092,184,5492.772160512715,5492.772160512715,5492.772160512715,5492.772160512715,0.9166976599313812,74
CS2_35,76,1.0299574524353758,88,2611.3024423089228,2611.3024423089228,2611.3024423089228,2611.3024423089228,152,4532.272029427579,4532.272029427579,4532.272029427579,4532.272029427579,183,5462.726030862657,5462.726030862657,5462.726030862657,5462.726030862657,0.9128142775811792,75
CS2_35,77,1.0337382881386468,89,2641.3328370878007,2641.3328370878007,2641.3328370878007,2641.3328370878007,151,4502.256639550498,4502.256639550498,4502.256639550498,4502.256639550498,184,5492.756727493892,5492.756727493892,5492.756727493892,5492.756727493892,0.9161650963970186,76
CS2_35,78,1.0333374724450657,87,2581.3046989123104,2581.3046989123104,2581.3046989123104,2581.3046989123104,151,4502.275460949226,4502.275460949226,4502.275460949226,4502.275460949226,184,5492.776206967712,5492.776206967712,5492.776206967712,5492.776206967712,0.9158098678514952,77
CS2_35,79,1.0320593784099614,87,2581.304741087428,2581.304741087428,2581.304741087428,2581.304741087428,151,4502.260228695755,4502.260228695755,4502.260228695755,4502.260228695755,184,5492.763611771632,5492.763611771632,5492.763611771632,5492.763611771632,0.9146771390377216,78
CS2_35,80,1.030474826612128,87,2581.2892893369426,2581.2892893369426,2581.2892893369426,2581.2892893369426,151,4502.260005143588,4502.260005143588,4502.260005143588,4502.260005143588,184,5492.7450209626695,5492.7450209626695,5492.7450209626695,5492.7450209626695,0.9132728077216956,79
CS2_35,81,1.0293648125596206,87,2581.289125408337,2581.289125408337,2581.289125408337,2581.289125408337,151,4502.2599478959455,4502.2599478959455,4502.2599478959455,4502.2599478959455,183,5462.745263762015,5462.745263762015,5462.745263762015,5462.745263762015,0.9122890421563816,80
CS2_35,82,1.0292608696450325,86,2551.2582506982726,2551.2582506982726,2551.2582506982726,2551.2582506982726,150,4472.216315509868,4472.216315509868,4472.216315509868,4472.216315509868,183,5462.698550919129,5462.698550919129,5462.698550919129,5462.698550919129,0.9121969212864708,81
CS2_35,83,1.0281706728899742,87,2581.2897775837337,2581.2897775837337,2581.2897775837337,2581.2897775837337,151,4502.260878846108,4502.260878846108,4502.260878846108,4502.260878846108,183,5462.7467219161335,5462.7467219161335,5462.7467219161335,5462.7467219161335,0.9112307190797324,82
CS2_35,84,1.026195017556784,86,2551.2885463995626,2551.2885463995626,2551.2885463995626,2551.2885463995626,150,4472.213892691361,4472.213892691361,4472.213892691361,4472.213892691361,183,5462.714399358432,5462.714399358432,5462.714399358432,5462.714399358432,0.9094797667550016,83
CS2_35,85,1.0249085521682062,87,2581.3047524507274,2581.3047524507274,2581.3047524507274,2581.3047524507274,150,4472.260560587223,4472.260560587223,4472.260560587223,4472.260560587223,182,5432.746043905616,5432.746043905616,5432.746043905616,5432.746043905616,0.9083396187114772,84
CS2_35,86,1.0239731757096138,86,2551.2894855602062,2551.2894855602062,2551.2894855602062,2551.2894855602062,150,4472.260553735017,4472.260553735017,4472.260553735017,4472.260553735017,182,5432.745870292885,5432.745870292885,5432.745870292885,5432.745870292885,0.9075106281698798,85
CS2_35,87,1.0225803954319377,86,2551.289415054489,2551.289415054489,2551.289415054489,2551.289415054489,150,4472.244729751837,4472.244729751837,4472.244729751837,4472.244729751837,182,5432.729965708801,5432.729965708801,5432.729965708801,5432.729965708801,0.9062762570606748,86
CS2_35,88,1.0218005422477745,86,2551.273761576158,2551.273761576158,2551.273761576158,2551.273761576158,150,4472.226056096435,4472.226056096435,4472.226056096435,4472.226056096435,182,5432.714453868568,5432.714453868568,5432.714453868568,5432.714453868568,0.905585101208326,87
CS2_35,89,1.0209160902815595,86,2551.2736562034697,2551.2736562034697,2551.2736562034697,2551.2736562034697,150,4472.213377407112,4472.213377407112,4472.213377407112,4472.213377407112,182,5432.698652070598,5432.698652070598,5432.698652070598,5432.698652070598,0.9048012432143026,88
CS2_35,90,1.0211341513140295,86,2551.2740931726294,2551.2740931726294,2551.2740931726294,2551.2740931726294,149,4442.229890050949,4442.229890050949,4442.229890050949,4442.229890050949,182,5432.730388978729,5432.730388978729,5432.730388978729,5432.730388978729,0.9049945028711476,89
CS2_35,91,1.0193592566289809,86,2551.2741435031057,2551.2741435031057,2551.2741435031057,2551.2741435031057,150,4472.245186851011,4472.245186851011,4472.245186851011,4472.245186851011,181,5402.715427073301,5402.715427073301,5402.715427073301,5402.715427073301,0.9034214774943377,90
CS2_35,92,1.0182400087577292,86,2551.2921286275377,2551.2921286275377,2551.2921286275377,2551.2921286275377,149,4442.245190709946,4442.245190709946,4442.245190709946,4442.245190709946,182,5432.745683156478,5432.745683156478,5432.745683156478,5432.745683156478,0.9024295283272966,91
CS2_35,93,1.017626696473748,86,2551.273823330179,2551.273823330179,2551.273823330179,2551.273823330179,149,4442.229447673482,4442.229447673482,4442.229447673482,4442.229447673482,181,5402.7149013179005,5402.7149013179005,5402.7149013179005,5402.7149013179005,0.9018859716899712,92
CS2_35,94,1.008043004746057,86,2551.2729307254194,2551.2729307254194,2551.2729307254194,2551.2729307254194,148,4412.212867018592,4412.212867018592,4412.212867018592,4412.212867018592,180,5372.682382174418,5372.682382174418,5372.682382174418,5372.682382174418,0.893392290110904,93
CS2_35,95,1.0044933039434554,88,2611.3014466625173,2611.3014466625173,2611.3014466625173,2611.3014466625173,148,4412.178547187999,4412.178547187999,4412.178547187999,4412.178547187999,179,5342.64791553712,5342.64791553712,5342.64791553712,5342.64791553712,0.8902463178514731,94
CS2_35,96,1.0034222374996418,88,2611.3017401388497,2611.3017401388497,2611.3017401388497,2611.3017401388497,147,4382.1943215567735,4382.1943215567735,4382.1943215567735,4382.1943215567735,178,5312.663968600682,5312.663968600682,5312.663968600682,5312.663968600682,0.8892970701521246,95
CS2_35,97,1.0017232315211757,89,2641.332223428355,2641.332223428355,2641.332223428355,2641.332223428355,148,4412.209796024719,4412.209796024719,4412.209796024719,4412.209796024719,178,5312.664003021375,5312.664003021375,5312.664003021375,5312.664003021375,0.8877913022088251,96
CS2_35,99,1.020026918835027,77,2281.1600609748957,2281.1600609748957,2281.1600609748957,2281.1600609748957,103,3061.540831326272,3061.540831326272,3061.540831326272,3061.540831326272,118,3511.7697205196814,3511.7697205196814,3511.7697205196814,3511.7697205196814,0.9040132025144724,97
CS2_35,100,1.0188163258140972,88,2611.327807680711,2611.327807680711,2611.327807680711,2611.327807680711,150,4472.258220046962,4472.258220046962,4472.258220046962,4472.258220046962,181,5402.731418525089,5402.731418525089,5402.731418525089,5402.731418525089,0.9029402974238476,98
CS2_35,101,1.0163511724023278,87,2581.3127689112443,2581.3127689112443,2581.3127689112443,2581.3127689112443,150,4472.274527312406,4472.274527312406,4472.274527312406,4472.274527312406,180,5372.732157544408,5372.732157544408,5372.732157544408,5372.732157544408,0.9007555205426564,99
CS2_35,102,1.0249322723399297,85,2521.2847337604253,2521.2847337604253,2521.2847337604253,2521.2847337604253,150,4472.278418455295,4472.278418455295,4472.278418455295,4472.278418455295,181,5402.737170392633,5402.737170392633,5402.737170392633,5402.737170392633,0.908360641047268,100
CS2_35,103,1.0252268917339098,84,2491.270694145001,2491.270694145001,2491.270694145001,2491.270694145001,150,4472.280943433027,4472.280943433027,4472.280943433027,4472.280943433027,182,5432.770967520846,5432.770967520846,5432.770967520846,5432.770967520846,0.9086217516287216,101
CS2_35,104,1.0151026956906355,83,2461.2561810727566,2461.2561810727566,2461.2561810727566,2461.2561810727566,148,4412.236163875597,4412.236163875597,4412.236163875597,4412.236163875597,181,5402.741172126574,5402.741172126574,5402.741172126574,5402.741172126574,0.8996490404982959,102
CS2_35,106,1.04442969962159,91,2701.343466659084,2701.343466659084,2701.343466659084,2701.343466659084,144,4292.152869172665,4292.152869172665,4292.152869172665,4292.152869172665,161,4802.396685151397,4802.396685151397,4802.396685151397,4802.396685151397,0.92564051018819,104
